Station, Fav, StationName, HydStatus, Prov, Latitude, Longitude, DrainageArea, Years, From, To, Reg., Flow, Level, Sed, OperSched, RealTime, RHBN, Region, Datum, Operator
05FA001, False, BATTLE RIVER NEAR PONOKA, Active, AB, 52.66325, -113.5814, 1820, 69, 1913, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA011, False, BATTLE RIVER AT DUHAMEL, Active, AB, 52.94859, -112.9647, 5010, 11, 1931, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA012, False, PIPESTONE CREEK NEAR WETASKIWIN, Active, AB, 53.0368, -113.3231, 1030, 32, 1972, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA014, False, MASKWA CREEK NO. 1 ABOVE BEARHILLS LAKE, Active, AB, 52.78509, -113.6291, 79.1, 43, 1972, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA024, False, WEILLER CREEK NEAR WETASKIWIN, Active, AB, 52.95916, -113.28, 236, 30, 1985, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FA025, False, CAMROSE CREEK NEAR CAMROSE, Active, AB, 53.04147, -112.8299, 460, 9, 2006, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FB002, False, IRON CREEK NEAR HARDISTY, Active, AB, 52.708, -111.3104, 3500, 51, 1964, 2014, False, True, True, False, Seasonal, False, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC002, False, BIGKNIFE CREEK NEAR GADSBY, Active, AB, 52.51738, -112.356, 281, 48, 1967, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC004, False, PAINTEARTH CREEK NEAR HALKIRK, Active, AB, 52.38555, -112.1381, 191, 34, 1981, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FC007, False, YOUNG CREEK NEAR CASTOR, Active, AB, 52.25919, -111.7301, 76.5, 29, 1986, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05FE002, False, BUFFALO CREEK AT HIGHWAY NO. 41, Active, AB, 53.00723, -110.8673, 714, 43, 1972, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA008, False, SOUNDING CREEK NEAR OYEN, Active, AB, 51.56666, -110.4736, 2990, 47, 1968, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA010, False, KILLARNEY LAKE TRIBUTARY NEAR CHAUVIN, Active, AB, 52.56523, -110.1484, 1010, 33, 1982, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
05GA012, False, SOUNDING CREEK NEAR CHINOOK, Active, AB, 51.54768, -110.9198, 2300, 31, 1984, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
06AA001, False, BEAVER RIVER NEAR GOODRIDGE, Active, AB, 54.43605, -111.3674, 4700, 51, 1967, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
06AA002, False, AMISK RIVER AT HIGHWAY NO. 36, Active, AB, 54.47454, -112.0144, 2500, 46, 1971, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
06AB001, False, SAND RIVER NEAR THE MOUTH, Active, AB, 54.46749, -111.1876, 4910, 49, 1967, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
06AB002, False, WOLF RIVER AT OUTLET OF WOLF LAKE, Active, AB, 54.7128, -111.0023, 726, 50, 1968, 2017, False, True, True, False, Seasonal, True, True, CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
06AC001, False, JACKFISH CREEK NEAR LA COREY, Active, AB, 54.44199, -110.6867, 492, 43, 1972, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
06AD006, False, BEAVER RIVER AT COLD LAKE RESERVE, Active, AB, 54.35516, -110.2173, 14500, 63, 1955, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AA001, False, MIETTE RIVER NEAR JASPER, Active, AB, 52.86412, -118.1072, 629, 50, 1914, 2014, False, True, True, False, Continuous, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AA002, False, ATHABASCA RIVER NEAR JASPER, Active, AB, 52.91019, -118.0587, 3870, 66, 1913, 2016, False, True, True, False, Continuous, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AA007, False, SUNWAPTA RIVER AT ATHABASCA GLACIER, Active, AB, 52.21627, -117.2321, 29.3, 60, 1948, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AC001, False, WILDHAY RIVER NEAR HINTON, Active, AB, 53.52329, -117.9469, 960, 51, 1965, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AC007, False, BERLAND RIVER NEAR THE MOUTH, Active, AB, 54.01327, -116.9634, 5660, 29, 1986, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AC008, False, LITTLE BERLAND RIVER AT HIGHWAY NO. 40, Active, AB, 53.67866, -118.2412, 93, 30, 1986, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AD002, False, ATHABASCA RIVER AT HINTON, Active, AB, 53.42429, -117.5694, 9760, 54, 1961, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AE001, False, ATHABASCA RIVER NEAR WINDFALL, Active, AB, 54.20753, -116.0632, 19600, 58, 1960, 2017, False, True, False, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, ALBERTA ENVIRONMENTAL PROTECTION
07AF002, False, MCLEOD RIVER ABOVE EMBARRAS RIVER, Active, AB, 53.47018, -116.6315, 2560, 63, 1954, 2016, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AF003, False, WAMPUS CREEK NEAR HINTON, Active, AB, 53.15746, -117.2609, 25.9, 50, 1966, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AF010, False, SUNDANCE CREEK NEAR BICKERDIKE, Active, AB, 53.56652, -116.7033, 178, 45, 1972, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AF013, False, MCLEOD RIVER NEAR CADOMIN, Active, AB, 53.07943, -117.1981, 330, 32, 1984, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AF014, False, EMBARRAS RIVER NEAR WEALD, Active, AB, 53.37592, -116.8062, 640, 32, 1984, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AF015, False, GREGG RIVER NEAR THE MOUTH, Active, AB, 53.25189, -117.3566, 384, 30, 1985, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AG003, False, WOLF CREEK AT HIGHWAY NO. 16A, Active, AB, 53.59835, -116.2718, 826, 60, 1954, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AG004, False, MCLEOD RIVER NEAR WHITECOURT, Active, AB, 54.01245, -115.8397, 9110, 48, 1968, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AG007, False, MCLEOD RIVER NEAR ROSEVEAR, Active, AB, 53.69705, -116.162, 7140, 31, 1984, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AG008, False, GROAT CREEK NEAR WHITECOURT, Active, AB, 54.03253, -115.8423, 133, 31, 1984, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AH001, False, FREEMAN RIVER NEAR FORT ASSINIBOINE, Active, AB, 54.36493, -114.9048, 1660, 52, 1965, 2016, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AH002, False, CHRISTMAS CREEK NEAR BLUE RIDGE, Active, AB, 54.22767, -115.3325, 423, 45, 1972, 2016, False, True, True, False, Seasonal, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07AH003, False, SAKWATAMAU RIVER NEAR WHITECOURT, Active, AB, 54.20144, -115.7789, 1150, 42, 1972, 2013, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BA001, False, PEMBINA RIVER BELOW PADDY CREEK, Active, AB, 53.1282, -115.3266, 2900, 40, 1956, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BA002, False, RAT CREEK NEAR CYNTHIA, Active, AB, 53.1383, -115.4889, 606, 45, 1972, 2016, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BA003, False, LOVETT RIVER NEAR THE MOUTH, Active, AB, 52.99988, -116.656, 103, 42, 1975, 2016, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BB002, False, PEMBINA RIVER NEAR ENTWISTLE, Active, AB, 53.60419, -115.0047, 4400, 71, 1914, 2014, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BB005, False, LITTLE PADDLE RIVER NEAR MAYERTHORPE, Active, AB, 53.94799, -115.0236, 423, 53, 1963, 2015, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BB011, False, PADDLE RIVER NEAR ANSELMO, Active, AB, 53.85935, -115.3639, 253, 36, 1980, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BB014, False, COYOTE CREEK NEAR CHERHILL, Active, AB, 53.87371, -114.6712, 48.9, 36, 1981, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BC002, False, PEMBINA RIVER AT JARVIE, Active, AB, 54.45029, -113.9933, 13100, 58, 1957, 2014, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BC006, False, DAPP CREEK AT HIGHWAY NO. 44, Active, AB, 54.3082, -113.8489, 605, 44, 1973, 2016, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BC007, False, WABASH CREEK NEAR PIBROCH, Active, AB, 54.22468, -113.9251, 344, 36, 1979, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BE001, False, ATHABASCA RIVER AT ATHABASCA, Active, AB, 54.72203, -113.288, 74600, 98, 1913, 2016, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BE003, False, PORTER CREEK ABOVE BAPTISTE LAKE, Active, AB, 54.72518, -113.5861, 57.4, 35, 1980, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BE004, False, STONY CREEK NEAR TAWATINAW, Active, AB, 54.29315, -113.4635, 128, 33, 1982, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BF001, False, EAST PRAIRIE RIVER NEAR ENILDA, Active, AB, 55.4177, -116.3402, 1470, 67, 1921, 2014, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BF002, False, WEST PRAIRIE RIVER NEAR HIGH PRAIRIE, Active, AB, 55.44821, -116.4926, 1150, 67, 1921, 2014, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BF009, False, SALT CREEK NEAR GROUARD, Active, AB, 55.6082, -116.1027, 427, 30, 1986, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BF010, False, SOUTH HEART RIVER NEAR PEAVINE, Active, AB, 55.81917, -116.3897, 1710, 15, 2000, 2014, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BF905, False, SOUTH HEART RIVER NEAR BIG PRAIRIE SETTLEMENT, Active, AB, 55.57978, -116.2956, 6000, 10, 1993, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BG004, False, LILY CREEK NEAR SLAVE LAKE, Active, AB, 55.41606, -114.8143, 23.7, 29, 1987, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BH003, False, DRIFTPILE RIVER NEAR DRIFTPILE, Active, AB, 55.34665, -115.7966, 835, 17, 1972, 2014, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BJ001, False, SWAN RIVER NEAR KINUSO, Active, AB, 55.31554, -115.4172, 1900, 56, 1915, 2014, False, True, True, True, Continuous, True, False, CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BJ003, False, SWAN RIVER NEAR SWAN HILLS, Active, AB, 54.80263, -115.47, 155, 46, 1970, 2015, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BK001, False, LESSER SLAVE RIVER AT SLAVE LAKE, Active, AB, 55.30487, -114.7562, 13600, 54, 1915, 2015, False, True, True, True, Continuous, True, False, CALGARY, APPROXIMATE GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BK005, False, SAULTEAUX RIVER NEAR SPURFIELD, Active, AB, 55.15748, -114.2391, 2600, 50, 1923, 2013, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BK007, False, DRIFTWOOD RIVER NEAR THE MOUTH, Active, AB, 55.25547, -114.2308, 2100, 47, 1968, 2014, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BK009, False, SAWRIDGE CREEK NEAR SLAVE LAKE, Active, AB, 55.27079, -114.7752, 230, 39, 1976, 2014, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07BK012, False, FAWCETT RIVER AT OUTLET OF FAWCETT LAKE, Active, AB, 55.3199, -114.0553, 1240, 6, 2009, 2014, False, True, True, False, Continuous, True, False, CALGARY, GEODETIC SURVEY OF CANADA DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CA003, False, FLAT CREEK NEAR BOYLE, Active, AB, 54.58735, -112.9067, 184, 48, 1919, 2014, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CA005, False, PINE CREEK NEAR GRASSLAND, Active, AB, 54.82037, -112.7775, 1460, 49, 1966, 2014, False, True, True, True, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CA006, False, WANDERING RIVER NEAR WANDERING RIVER, Active, AB, 55.19948, -112.4674, 1120, 46, 1971, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CA008, False, BABETTE CREEK NEAR COLINTON, Active, AB, 54.65249, -113.0793, 219, 38, 1978, 2015, False, True, True, False, Seasonal, False, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CA012, False, LOGAN RIVER NEAR THE MOUTH, Active, AB, 55.17239, -111.7248, 425, 34, 1984, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CA013, False, OWL RIVER BELOW PICHE RIVER, Active, AB, 55.0109, -111.8563, 3080, 34, 1984, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CB002, False, HOUSE RIVER AT HIGHWAY NO. 63, Active, AB, 55.64251, -112.1527, 781, 35, 1982, 2016, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CD001, False, CLEARWATER RIVER AT DRAPER, Active, AB, 56.68528, -111.2554, 30800, 64, 1930, 2017, False, True, True, True, Continuous, True, True, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CD004, False, HANGINGSTONE RIVER AT FORT MCMURRAY, Active, AB, 56.70897, -111.3564, 962, 53, 1965, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CD005, False, CLEARWATER RIVER ABOVE CHRISTINA RIVER, Active, AB, 56.66361, -110.9287, 17000, 52, 1966, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CD008, False, HANGINGSTONE RIVER AT NORTH STAR ROAD, Active, AB, 56.26872, -111.4872, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CD009, False, HIGH HILL RIVER NEAR THE MOUTH, Active, AB, 56.76189, -110.4672, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE002, False, CHRISTINA RIVER NEAR CHARD, Active, AB, 55.83717, -110.869, 4860, 36, 1982, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE003, False, PONY CREEK NEAR CHARD, Active, AB, 55.86979, -110.9173, 279, 36, 1982, 2017, False, True, True, False, Seasonal, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE005, False, JACKFISH RIVER BELOW CHRISTINA LAKE, Active, AB, 55.67297, -111.0993, 1290, 15, 1982, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE007, False, CHRISTINA RIVER NEAR THE MOUTH, Active, AB, 56.59289, -110.9177, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE008, False, GREGOIRE RIVER NEAR THE MOUTH, Active, AB, 56.48447, -110.8351, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE010, False, SUNDAY CREEK ABOVE CHRISTINA LAKE, Active, AB, 55.57192, -110.913, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07CE013, False, CHRISTINA RIVER ABOVE STATOIL LEISMER, Active, AB, 55.88894, -111.5401, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA001, False, ATHABASCA RIVER BELOW FORT MCMURRAY, Active, AB, 56.78035, -111.4022, 133000, 61, 1957, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA006, False, STEEPBANK RIVER NEAR FORT MCMURRAY, Active, AB, 56.99946, -111.4068, 1320, 46, 1972, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA008, False, MUSKEG RIVER NEAR FORT MACKAY, Active, AB, 57.1912, -111.5701, 1460, 44, 1974, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA018, False, BEAVER RIVER ABOVE SYNCRUDE, Active, AB, 56.94533, -111.5663, 165, 43, 1975, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA026, False, JACKPINE CREEK AT CANTERRA ROAD, Active, AB, 57.23933, -111.4149, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, , WATER SURVEY OF CANADA (DOE) (CANADA)
07DA027, False, IYINIMIN CREEK ABOVE KEARL LAKE, Active, AB, 57.24967, -111.1752, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA028, False, MUSKEG RIVER ABOVE STANLEY CREEK, Active, AB, 57.35319, -111.3363, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA029, False, MUSKEG RIVER ABOVE MUSKEG CREEK, Active, AB, 57.30866, -111.3982, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA030, False, KEARL LAKE OUTLET, Active, AB, 57.26583, -111.2653, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA032, False, ELLS RIVER AT CANADIAN NATURAL RESOURCES LIMITED BRIDGE, Active, AB, 57.246, -111.732, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA033, False, CALUMET RIVER NEAR THE MOUTH, Active, AB, 57.396, -111.696, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA034, False, MUSKEG RIVER UPLAND, Active, AB, 57.33764, -111.1294, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA035, False, MUSKEG CREEK NEAR THE MOUTH, Active, AB, 57.284, -111.316, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, , WATER SURVEY OF CANADA (DOE) (CANADA)
07DA037, False, TAR RIVER ABOVE CANADIAN NATURAL RESOURCES LIMITED LAKE, Active, AB, 57.394, -111.986, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA038, False, EAST JACKPINE CREEK NEAR THE 1300 FT CONTOUR, Active, AB, 57.072, -111.201, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA039, False, ELLS RIVER ABOVE JOSLYN CREEK DIVERSION, Active, AB, 57.22092, -111.988, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA040, False, BIG CREEK NEAR THE MOUTH, Active, AB, 57.64344, -111.4888, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, , WATER SURVEY OF CANADA (DOE) (CANADA)
07DA041, False, EYMUNDSON CREEK NEAR THE MOUTH, Active, AB, 57.49567, -111.5758, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, , WATER SURVEY OF CANADA (DOE) (CANADA)
07DA044, False, STEEPBANK RIVER BELOW NORTH STEEPBANK RIVER, Active, AB, 56.86736, -111.1397, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DA045, False, TAR RIVER NEAR THE MOUTH, Active, AB, 57.322, -111.691, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DB001, False, MACKAY RIVER NEAR FORT MACKAY, Active, AB, 57.21037, -111.6951, 5570, 46, 1972, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DB002, False, DOVER RIVER NEAR THE MOUTH, Active, AB, 57.17333, -111.8023, 963, 4, 1975, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DB003, False, DUNKIRK RIVER NEAR FORT MACKAY, Active, AB, 56.85056, -112.7081, 1570, 6, 1975, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DB006, False, MACKAY RIVER AT PETRO-CANADA BRIDGE, Active, AB, 56.96756, -111.9056, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DC001, False, FIREBAG RIVER NEAR THE MOUTH, Active, AB, 57.65109, -111.2026, 5980, 47, 1971, 2017, False, True, True, True, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
07DC003, False, FIREBAG RIVER UPSTREAM OF SUNCOR FIREBAG, Active, AB, 57.335, -110.4733, , 1, 2017, 2017, False, True, True, False, Continuous, True, False, CALGARY, ASSUMED DATUM, WATER SURVEY OF CANADA (DOE) (CANADA)
